#skill								TUD					type側			
332		0		332	0	CAD・CAM・CAE	対象外	×			CAD・CAM・CAE		電気・電子・機械・メカトロ関連	経験業務	機械・メカトロ関連	CAD・CAM・CAE
333		0		333	0	生産技術	対象外	×			生産技術		電気・電子・機械・メカトロ関連	経験業務	機械・メカトロ関連	生産技術
334		0		334	0	生産管理・品質管理・品質保証	対象外	×			生産管理・品質管理・品質保証		電気・電子・機械・メカトロ関連	経験業務	機械・メカトロ関連	生産管理・品質管理・品質保証
335		0		335	0	サービスエンジニア、サポートエンジニア	対象外	×			サービスエンジニア、サポートエンジニア		電気・電子・機械・メカトロ関連	経験業務	機械・メカトロ関連	サービスエンジニア、サポートエンジニア
336		0		336	0	セールスエンジニア	対象外	×			セールスエンジニア		電気・電子・機械・メカトロ関連	経験業務	機械・メカトロ関連	セールスエンジニア
337		0		337	0	コンピュータハードウェア	対象外	×			コンピュータハードウェア		電気・電子・機械・メカトロ関連	経験分野	コンピュータ・周辺機器・OA機器	コンピュータハードウェア
338		0		338	0	コンピュータ周辺機器	対象外	×			コンピュータ周辺機器		電気・電子・機械・メカトロ関連	経験分野	コンピュータ・周辺機器・OA機器	コンピュータ周辺機器
339		0		339	0	OA機器(コピー・プリンタ等)	対象外	×			OA機器(コピー・プリンタ等)		電気・電子・機械・メカトロ関連	経験分野	コンピュータ・周辺機器・OA機器	OA機器(コピー・プリンタ等)
340		0		340	0	音声機器(オーディオ・ポータブルプレーヤー等)	対象外	×			音声機器(オーディオ・ポータブルプレーヤー等)		電気・電子・機械・メカトロ関連	経験分野	音声・画像機器	音声機器(オーディオ・ポータブルプレーヤー等)
341		0		341	0	映像機器(デジカメ・ビデオ・DVDレコーダー等)	対象外	×			映像機器(デジカメ・ビデオ・DVDレコーダー等)		電気・電子・機械・メカトロ関連	経験分野	音声・画像機器	映像機器(デジカメ・ビデオ・DVDレコーダー等)
342		0		342	0	自動車車載機器(カーナビ・カーAV等)	対象外	×			自動車車載機器(カーナビ・カーAV等)		電気・電子・機械・メカトロ関連	経験分野	音声・画像機器	自動車車載機器(カーナビ・カーAV等)
343		0		343	0	AV機器	対象外	×			AV機器		電気・電子・機械・メカトロ関連	経験分野	音声・画像機器	AV機器
344		0		344	0	生活家電製品（冷蔵庫・掃除機・エアコン等）	対象外	×			生活家電製品（冷蔵庫・掃除機・エアコン等）		電気・電子・機械・メカトロ関連	経験分野	家電・ゲーム機器	生活家電製品（冷蔵庫・掃除機・エアコン等）
345		0		345	0	ゲーム機器、アミューズメント機器	対象外	×			ゲーム機器、アミューズメント機器		電気・電子・機械・メカトロ関連	経験分野	家電・ゲーム機器	ゲーム機器、アミューズメント機器
346		0		346	0	半導体素子	対象外	×			半導体素子		電気・電子・機械・メカトロ関連	経験分野	デバイス・電子部品	半導体素子
347		0		347	0	電子部品(コンデンサ・プリント基板等)	対象外	×			電子部品(コンデンサ・プリント基板等)		電気・電子・機械・メカトロ関連	経験分野	デバイス・電子部品	電子部品(コンデンサ・プリント基板等)
348		0		348	0	表示部品(LCD・PDP・TFT・STN等)	対象外	×			表示部品(LCD・PDP・TFT・STN等)		電気・電子・機械・メカトロ関連	経験分野	デバイス・電子部品	表示部品(LCD・PDP・TFT・STN等)
349		0		349	0	記憶媒体	対象外	×			記憶媒体		電気・電子・機械・メカトロ関連	経験分野	デバイス・電子部品	記憶媒体
350		0		350	0	デジタルIC(メモリ)	対象外	×			デジタルIC(メモリ)		電気・電子・機械・メカトロ関連	経験分野	半導体関連	デジタルIC(メモリ)
351		0		351	0	デジタルIC(ロジック)	対象外	×			デジタルIC(ロジック)		電気・電子・機械・メカトロ関連	経験分野	半導体関連	デジタルIC(ロジック)
352		0		352	0	アナログ・高周波IC	対象外	×			アナログ・高周波IC		電気・電子・機械・メカトロ関連	経験分野	半導体関連	アナログ・高周波IC
353		0		353	0	化合物半導体	対象外	×			化合物半導体		電気・電子・機械・メカトロ関連	経験分野	半導体関連	化合物半導体
354		0		354	0	ウエハ製造装置	対象外	×			ウエハ製造装置		電気・電子・機械・メカトロ関連	経験分野	半導体製造装置(液晶含む)	ウエハ製造装置
355		0		355	0	前工程装置(ウエハ処理/CVD・エッチング・露光等)	対象外	×			前工程装置(ウエハ処理/CVD・エッチング・露光等)		電気・電子・機械・メカトロ関連	経験分野	半導体製造装置(液晶含む)	前工程装置(ウエハ処理/CVD・エッチング・露光等)
356		0		356	0	後工程装置(ダイシング・ボンディング・パッケージング等)	対象外	×			後工程装置(ダイシング・ボンディング・パッケージング等)		電気・電子・機械・メカトロ関連	経験分野	半導体製造装置(液晶含む)	後工程装置(ダイシング・ボンディング・パッケージング等)
357		0		357	0	ウエハ・IC検査装置	対象外	×			ウエハ・IC検査装置		電気・電子・機械・メカトロ関連	経験分野	半導体製造装置(液晶含む)	ウエハ・IC検査装置
358		0		358	0	クリーンルーム設備	対象外	×			クリーンルーム設備		電気・電子・機械・メカトロ関連	経験分野	半導体製造装置(液晶含む)	クリーンルーム設備
359		0		359	0	計測・検査・制御機器	対象外	×			計測・検査・制御機器		電気・電子・機械・メカトロ関連	経験分野	計測・検査・制御機器	計測・検査・制御機器
360		0		360	0	有線通信機器	対象外	×			有線通信機器		電気・電子・機械・メカトロ関連	経験分野	通信機器・設備	有線通信機器
361		0		361	0	無線通信機器	対象外	×			無線通信機器		電気・電子・機械・メカトロ関連	経験分野	通信機器・設備	無線通信機器
362		0		362	0	携帯端末機器	対象外	×			携帯端末機器		電気・電子・機械・メカトロ関連	経験分野	通信機器・設備	携帯端末機器
363		0		363	0	ルータ・ハブ等	対象外	×			ルータ・ハブ等		電気・電子・機械・メカトロ関連	経験分野	通信機器・設備	ルータ・ハブ等
364		0		364	0	光ファイバー関連	対象外	×			光ファイバー関連		電気・電子・機械・メカトロ関連	経験分野	通信機器・設備	光ファイバー関連
365		0		365	0	通信・放送設備	対象外	×			通信・放送設備		電気・電子・機械・メカトロ関連	経験分野	通信機器・設備	通信・放送設備
366		0		366	0	光学機器	対象外	×			光学機器		電気・電子・機械・メカトロ関連	経験分野	光学機器・精密機器・医療機器	光学機器
367		0		367	0	医療機器・器具	対象外	×			医療機器・器具		電気・電子・機械・メカトロ関連	経験分野	光学機器・精密機器・医療機器	医療機器・器具
368		0		368	0	精密機器・分析機器・理化学機器	対象外	×			精密機器・分析機器・理化学機器		電気・電子・機械・メカトロ関連	経験分野	光学機器・精密機器・医療機器	精密機器・分析機器・理化学機器
369		0		369	0	重電・電気設備・電源・蓄電池	対象外	×			重電・電気設備・電源・蓄電池		電気・電子・機械・メカトロ関連	経験分野	重電・電気設備・電源・蓄電池	重電・電気設備・電源・蓄電池
370		0		370	0	エンジンECU	対象外	×			エンジンECU		電気・電子・機械・メカトロ関連	経験分野	自動車関連	エンジンECU
371		0		371	0	振動・騒音開発評価	対象外	×			振動・騒音開発評価		電気・電子・機械・メカトロ関連	経験分野	自動車関連	振動・騒音開発評価
372		0		372	0	駆動関連(トランスミッション等)	対象外	×			駆動関連(トランスミッション等)		電気・電子・機械・メカトロ関連	経験分野	自動車関連	駆動関連(トランスミッション等)
373		0		373	0	EV関連	対象外	×			EV関連		電気・電子・機械・メカトロ関連	経験分野	自動車関連	EV関連
374		0		374	0	ABS制御	対象外	×			ABS制御		電気・電子・機械・メカトロ関連	経験分野	自動車関連	ABS制御
375		0		375	0	電子点火装置	対象外	×			電子点火装置		電気・電子・機械・メカトロ関連	経験分野	自動車関連	電子点火装置
376		0		376	0	ハイブリッドカー制御	対象外	×			ハイブリッドカー制御		電気・電子・機械・メカトロ関連	経験分野	自動車関連	ハイブリッドカー制御
377		0		377	0	エアバック制御	対象外	×			エアバック制御		電気・電子・機械・メカトロ関連	経験分野	自動車関連	エアバック制御
378		0		378	0	パワーステアリング	対象外	×			パワーステアリング		電気・電子・機械・メカトロ関連	経験分野	自動車関連	パワーステアリング
379		0		379	0	ハーネス	対象外	×			ハーネス		電気・電子・機械・メカトロ関連	経験分野	自動車関連	ハーネス
380		0		380	0	サスペンション	対象外	×			サスペンション		電気・電子・機械・メカトロ関連	経験分野	自動車関連	サスペンション
381		0		381	0	自動車ランプ	対象外	×			自動車ランプ		電気・電子・機械・メカトロ関連	経験分野	自動車関連	自動車ランプ
382		0		382	0	コンプレッサー	対象外	×			コンプレッサー		電気・電子・機械・メカトロ関連	経験分野	自動車関連	コンプレッサー
383		0		383	0	車体・シャーシ	対象外	×			車体・シャーシ		電気・電子・機械・メカトロ関連	経験分野	自動車関連	車体・シャーシ
384		0		384	0	モーター	対象外	×			モーター		電気・電子・機械・メカトロ関連	経験分野	自動車関連	モーター
385		0		385	0	バッテリー	対象外	×			バッテリー		電気・電子・機械・メカトロ関連	経験分野	自動車関連	バッテリー
386		0		386	0	ブレーキ	対象外	×			ブレーキ		電気・電子・機械・メカトロ関連	経験分野	自動車関連	ブレーキ
387		0		387	0	エアバック	対象外	×			エアバック		電気・電子・機械・メカトロ関連	経験分野	自動車関連	エアバック
388		0		388	0	ホイール	対象外	×			ホイール		電気・電子・機械・メカトロ関連	経験分野	自動車関連	ホイール
389		0		389	0	内装関連	対象外	×			内装関連		電気・電子・機械・メカトロ関連	経験分野	自動車関連	内装関連
390		0		390	0	外装関連	対象外	×			外装関連		電気・電子・機械・メカトロ関連	経験分野	自動車関連	外装関連
391		0		391	0	エンジン本体(ガソリン)	対象外	×			エンジン本体(ガソリン)		電気・電子・機械・メカトロ関連	経験分野	原動機関連	エンジン本体(ガソリン)
392		0		392	0	エンジン本体(ディーゼル)	対象外	×			エンジン本体(ディーゼル)		電気・電子・機械・メカトロ関連	経験分野	原動機関連	エンジン本体(ディーゼル)
393		0		393	0	コントロール系	対象外	×			コントロール系		電気・電子・機械・メカトロ関連	経験分野	原動機関連	コントロール系
394		0		394	0	吸排気系	対象外	×			吸排気系		電気・電子・機械・メカトロ関連	経験分野	原動機関連	吸排気系
395		0		395	0	排気ガス制御	対象外	×			排気ガス制御		電気・電子・機械・メカトロ関連	経験分野	原動機関連	排気ガス制御
396		0		396	0	ターボチャージャー	対象外	×			ターボチャージャー		電気・電子・機械・メカトロ関連	経験分野	原動機関連	ターボチャージャー
397		0		397	0	冷却系	対象外	×			冷却系		電気・電子・機械・メカトロ関連	経験分野	原動機関連	冷却系
398		0		398	0	工作機械・加工機器	対象外	×			工作機械・加工機器		電気・電子・機械・メカトロ関連	経験分野	工作・加工機器・ＦＡ設備	工作機械・加工機器
399		0		399	0	FA設備	対象外	×			FA設備		電気・電子・機械・メカトロ関連	経験分野	工作・加工機器・ＦＡ設備	FA設備
400		0		400	0	化学機械・環境関連機械	対象外	×			化学機械・環境関連機械		電気・電子・機械・メカトロ関連	経験分野	化学関連機械・プラント	化学機械・環境関連機械
401		0		401	0	各種プラント設備	対象外	×			各種プラント設備		電気・電子・機械・メカトロ関連	経験分野	化学関連機械・プラント	各種プラント設備
402		0		402	0	各種産業機械・物流機械・設備	対象外	×			各種産業機械・物流機械・設備		電気・電子・機械・メカトロ関連	経験分野	その他機械・設備、部品、金型	各種産業機械・物流機械・設備
403		0		403	0	機械器具・部品	対象外	×			機械器具・部品		電気・電子・機械・メカトロ関連	経験分野	その他機械・設備、部品、金型	機械器具・部品
404		0		404	0	金型	対象外	×			金型		電気・電子・機械・メカトロ関連	経験分野	その他機械・設備、部品、金型	金型
405		0		405	0	I-DEAS	対象外	×			I-DEAS		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	I-DEAS
406		0		406	0	Metaphase	対象外	×			Metaphase		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	Metaphase
407		0		407	0	Pro/ENGINEER	対象外	×			Pro/ENGINEER		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	Pro/ENGINEER
408		0		408	0	CATIA	対象外	×			CATIA		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	CATIA
409		0		409	0	SolidWorks	対象外	×			SolidWorks		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	SolidWorks
410		0		410	0	Unigraphics	対象外	×			Unigraphics		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	Unigraphics
411		0		411	0	NASTRAN	対象外	×			NASTRAN		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	NASTRAN
412		0		412	0	ADAMS	対象外	×			ADAMS		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	ADAMS
413		0		413	0	MATLAB	対象外	×			MATLAB		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	MATLAB
414		0		414	0	STAR-CD	対象外	×			STAR-CD		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	STAR-CD
415		0		415	0	PAM-CRASH	対象外	×			PAM-CRASH		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	PAM-CRASH
416		0		416	0	MADYMO	対象外	×			MADYMO		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	MADYMO
417		0		417	0	MicroCADAM	対象外	×			MicroCADAM		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	MicroCADAM
418		0		418	0	AutoCAD	対象外	×			AutoCAD		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	AutoCAD
419		0		419	0	その他2次元CAD/CAM	対象外	×			その他2次元CAD/CAM		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	その他2次元CAD/CAM
420		0		420	0	その他3次元CAD/CAM	対象外	×			その他3次元CAD/CAM		電気・電子・機械・メカトロ関連	経験分野	CAD・CAM・CAE	その他3次元CAD/CAM
421	Grp2	421	技術系（電気・電子・機械・メカトロ関連）	421	421	VHDL		◯	技術系（電気・電子・機械・メカトロ関連）	回路設計ツール	VHDL		電気・電子・機械・メカトロ関連	保有スキル	回路設計ツール	VHDL
422	Grp2	422	技術系（電気・電子・機械・メカトロ関連）	422	422	Verilog-HDL		◯	技術系（電気・電子・機械・メカトロ関連）	回路設計ツール	Verilog-HDL		電気・電子・機械・メカトロ関連	保有スキル	回路設計ツール	Verilog-HDL
423	Grp2	423	技術系（電気・電子・機械・メカトロ関連）	423	423	SPICE		◯	技術系（電気・電子・機械・メカトロ関連）	回路設計ツール	SPICE		電気・電子・機械・メカトロ関連	保有スキル	回路設計ツール	SPICE
424	Grp2	424	技術系（電気・電子・機械・メカトロ関連）	424	424	その他EDA		◯	技術系（電気・電子・機械・メカトロ関連）	回路設計ツール	その他EDA		電気・電子・機械・メカトロ関連	保有スキル	回路設計ツール	その他EDA
425	Grp2	425	技術系（電気・電子・機械・メカトロ関連）	425	425	高周波理論		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	高周波理論		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	高周波理論
426	Grp2	426	技術系（電気・電子・機械・メカトロ関連）	426	426	低周波理論		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	低周波理論		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	低周波理論
427	Grp2	427	技術系（電気・電子・機械・メカトロ関連）	427	427	マイクロ波理論		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	マイクロ波理論		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	マイクロ波理論
428	Grp2	428	技術系（電気・電子・機械・メカトロ関連）	428	428	ミリ波理論		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	ミリ波理論		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	ミリ波理論
429	Grp2	429	技術系（電気・電子・機械・メカトロ関連）	429	429	オプトエレクトロニクス		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	オプトエレクトロニクス		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	オプトエレクトロニクス
430	Grp2	430	技術系（電気・電子・機械・メカトロ関連）	430	430	ノイズ処理・EMC		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	ノイズ処理・EMC		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	ノイズ処理・EMC
431	Grp2	431	技術系（電気・電子・機械・メカトロ関連）	431	431	スイッチングレギュレータ		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	スイッチングレギュレータ		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	スイッチングレギュレータ
432	Grp2	432	技術系（電気・電子・機械・メカトロ関連）	432	432	センサー		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	センサー		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	センサー
433	Grp2	433	技術系（電気・電子・機械・メカトロ関連）	433	433	アクチュエータ		◯	技術系（電気・電子・機械・メカトロ関連）	電気/電子理論・知識・技術	アクチュエータ		電気・電子・機械・メカトロ関連	保有スキル	電気/電子理論・知識・技術	アクチュエータ
434	Grp2	434	技術系（電気・電子・機械・メカトロ関連）	434	434	画像圧縮技術		◯	技術系（電気・電子・機械・メカトロ関連）	圧縮技術	画像圧縮技術		電気・電子・機械・メカトロ関連	保有スキル	圧縮技術	画像圧縮技術
435	Grp2	435	技術系（電気・電子・機械・メカトロ関連）	435	435	音声圧縮技術		◯	技術系（電気・電子・機械・メカトロ関連）	圧縮技術	音声圧縮技術		電気・電子・機械・メカトロ関連	保有スキル	圧縮技術	音声圧縮技術
436	Grp2	436	技術系（電気・電子・機械・メカトロ関連）	436	436	動画圧縮技術		◯	技術系（電気・電子・機械・メカトロ関連）	圧縮技術	動画圧縮技術		電気・電子・機械・メカトロ関連	保有スキル	圧縮技術	動画圧縮技術
437	Grp2	437	技術系（電気・電子・機械・メカトロ関連）	437	437	Bluetooth		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	Bluetooth		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	Bluetooth
438	Grp2	438	技術系（電気・電子・機械・メカトロ関連）	438	438	IrDA		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	IrDA		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	IrDA
439	Grp2	439	技術系（電気・電子・機械・メカトロ関連）	439	439	USB		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	USB		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	USB
440	Grp2	440	技術系（電気・電子・機械・メカトロ関連）	440	440	IEEE1284		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	IEEE1284		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	IEEE1284
441	Grp2	441	技術系（電気・電子・機械・メカトロ関連）	441	441	IEEE1394		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	IEEE1394		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	IEEE1394
442	Grp2	442	技術系（電気・電子・機械・メカトロ関連）	442	442	IPv6		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	IPv6		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	IPv6
443	Grp2	443	技術系（電気・電子・機械・メカトロ関連）	443	443	TCP/IP		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	TCP/IP		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	TCP/IP
444	Grp2	444	技術系（電気・電子・機械・メカトロ関連）	444	444	ＶoＩP		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	ＶoＩP		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	ＶoＩP
445	Grp2	445	技術系（電気・電子・機械・メカトロ関連）	445	445	SONET/SDH		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	SONET/SDH		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	SONET/SDH
446	Grp2	446	技術系（電気・電子・機械・メカトロ関連）	446	446	CDMA		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	CDMA		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	CDMA
447	Grp2	447	技術系（電気・電子・機械・メカトロ関連）	447	447	RF		◯	技術系（電気・電子・機械・メカトロ関連）	通信規格・プロトコル	RF		電気・電子・機械・メカトロ関連	保有スキル	通信規格・プロトコル	RF
448		0		448	0	研究・開発関連	対象外	×			研究・開発関連		素材・化学、医薬、建築、他技術関連職種	経験業務	素材・化学関連	研究・開発関連
449		0		449	0	生産技術関連	対象外	×			生産技術関連		素材・化学、医薬、建築、他技術関連職種	経験業務	素材・化学関連	生産技術関連
450		0		450	0	生産管理・品質管理	対象外	×			生産管理・品質管理		素材・化学、医薬、建築、他技術関連職種	経験業務	素材・化学関連	生産管理・品質管理
451		0		451	0	サービスエンジニア	対象外	×			サービスエンジニア		素材・化学、医薬、建築、他技術関連職種	経験業務	素材・化学関連	サービスエンジニア
452		0		452	0	セールスエンジニア	対象外	×			セールスエンジニア		素材・化学、医薬、建築、他技術関連職種	経験業務	素材・化学関連	セールスエンジニア
453		0		453	0	研究・開発（医薬・バイオ関連）	対象外	×			研究・開発（医薬・バイオ関連）		素材・化学、医薬、建築、他技術関連職種	経験業務	医薬・バイオ関連	研究・開発（医薬・バイオ関連）
454		0		454	0	臨床開発	対象外	×			臨床開発		素材・化学、医薬、建築、他技術関連職種	経験業務	医薬・バイオ関連	臨床開発
455		0		455	0	生産技術（医薬・バイオ関連）	対象外	×			生産技術（医薬・バイオ関連）		素材・化学、医薬、建築、他技術関連職種	経験業務	医薬・バイオ関連	生産技術（医薬・バイオ関連）
456		0		456	0	生産管理・品質管理	対象外	×			生産管理・品質管理		素材・化学、医薬、建築、他技術関連職種	経験業務	医薬・バイオ関連	生産管理・品質管理
457		0		457	0	申請業務	対象外	×			申請業務		素材・化学、医薬、建築、他技術関連職種	経験業務	医薬・バイオ関連	申請業務
458		0		458	0	建築設計	対象外	×			建築設計		素材・化学、医薬、建築、他技術関連職種	経験業務	建築・設備、土木関連	建築設計
459		0		459	0	土木設計	対象外	×			土木設計		素材・化学、医薬、建築、他技術関連職種	経験業務	建築・設備、土木関連	土木設計
460		0		460	0	設備設計	対象外	×			設備設計		素材・化学、医薬、建築、他技術関連職種	経験業務	建築・設備、土木関連	設備設計
461		0		461	0	施工管理・設備工事	対象外	×			施工管理・設備工事		素材・化学、医薬、建築、他技術関連職種	経験業務	建築・設備、土木関連	施工管理・設備工事
462		0		462	0	積算	対象外	×			積算		素材・化学、医薬、建築、他技術関連職種	経験業務	建築・設備、土木関連	積算
463		0		463	0	国内特許関連実務	対象外	×			国内特許関連実務		素材・化学、医薬、建築、他技術関連職種	経験業務	その他技術関連	国内特許関連実務
464		0		464	0	国外特許関連実務	対象外	×			国外特許関連実務		素材・化学、医薬、建築、他技術関連職種	経験業務	その他技術関連	国外特許関連実務
465		0		465	0	テクニカルライティング	対象外	×			テクニカルライティング		素材・化学、医薬、建築、他技術関連職種	経験業務	その他技術関連	テクニカルライティング
466		0		466	0	石油化学関連	対象外	×			石油化学関連		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	石油化学関連
467		0		467	0	プラスチック	対象外	×			プラスチック		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	プラスチック
468		0		468	0	合成ゴム	対象外	×			合成ゴム		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	合成ゴム
469		0		469	0	その他有機化学工業製品	対象外	×			その他有機化学工業製品		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	その他有機化学工業製品
470		0		470	0	農業化学品	対象外	×			農業化学品		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	農業化学品
471		0		471	0	その他無機化学工業製品	対象外	×			その他無機化学工業製品		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	その他無機化学工業製品
472		0		472	0	合成繊維	対象外	×			合成繊維		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	合成繊維
473		0		473	0	各種材料	対象外	×			各種材料		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	各種材料
474		0		474	0	その他化学工業製品	対象外	×			その他化学工業製品		素材・化学、医薬、建築、他技術関連職種	経験分野	素材・化学関連	その他化学工業製品
475		0		475	0	医療用医薬品	対象外	×			医療用医薬品		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	医療用医薬品
476		0		476	0	一般用医薬品	対象外	×			一般用医薬品		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	一般用医薬品
477		0		477	0	医療用品、歯科材料	対象外	×			医療用品、歯科材料		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	医療用品、歯科材料
478		0		478	0	化粧・美容品関連	対象外	×			化粧・美容品関連		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	化粧・美容品関連
479		0		479	0	その他医薬関連製品	対象外	×			その他医薬関連製品		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	その他医薬関連製品
480		0		480	0	食品	対象外	×			食品		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	食品
481		0		481	0	飲料	対象外	×			飲料		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	飲料
482		0		482	0	飼料	対象外	×			飼料		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	飼料
483		0		483	0	タバコ	対象外	×			タバコ		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	タバコ
484		0		484	0	その他バイオ関連製品	対象外	×			その他バイオ関連製品		素材・化学、医薬、建築、他技術関連職種	経験分野	医薬・バイオ関連	その他バイオ関連製品
485		0		485	0	調査・分析関連業務	対象外	×			調査・分析関連業務		専門コンサルティング関連職種	経験業務	コンサルティング業務スキル	調査・分析関連業務
486		0		486	0	課題形成・戦略化関連業務	対象外	×			課題形成・戦略化関連業務		専門コンサルティング関連職種	経験業務	コンサルティング業務スキル	課題形成・戦略化関連業務
487		0		487	0	導入・運用サポート関連業務	対象外	×			導入・運用サポート関連業務		専門コンサルティング関連職種	経験業務	コンサルティング業務スキル	導入・運用サポート関連業務
488		0		488	0	プロジェクトマネジメント関連業務	対象外	×			プロジェクトマネジメント関連業務		専門コンサルティング関連職種	経験業務	コンサルティング業務スキル	プロジェクトマネジメント関連業務
489		0		489	0	経営・戦略系	対象外	×			経営・戦略系		専門コンサルティング関連職種	経験業務	サービスライン	経営・戦略系
490		0		490	0	財務・会計系	対象外	×			財務・会計系		専門コンサルティング関連職種	経験業務	サービスライン	財務・会計系
491		0		491	0	組織・人事系	対象外	×			組織・人事系		専門コンサルティング関連職種	経験業務	サービスライン	組織・人事系
492		0		492	0	生産・物流系	対象外	×			生産・物流系		専門コンサルティング関連職種	経験業務	サービスライン	生産・物流系
493		0		493	0	営業・マーケティング系	対象外	×			営業・マーケティング系		専門コンサルティング関連職種	経験業務	サービスライン	営業・マーケティング系
494		0		494	0	官公庁・公共機関	対象外	×			官公庁・公共機関		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	官公庁・公共機関
