#skill								TUD					type側			
495		0		495	0	製造	対象外	×			製造		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	製造
496		0		496	0	流通・小売	対象外	×			流通・小売		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	流通・小売
497		0		497	0	金融	対象外	×			金融		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	金融
498		0		498	0	エネルギー	対象外	×			エネルギー		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	エネルギー
499		0		499	0	ハイテク関連	対象外	×			ハイテク関連		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	ハイテク関連
500		0		500	0	通信関連	対象外	×			通信関連		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	通信関連
501		0		501	0	メディア	対象外	×			メディア		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	メディア
502		0		502	0	サービス・その他	対象外	×			サービス・その他		専門コンサルティング関連職種	経験分野	対象業界（専門コンサルティング関連）	サービス・その他
503		0		503	0	営業（法人向け）	対象外	×			営業（法人向け）		営業関連職種	経験業務	営業職関連	営業（法人向け）
504		0		504	0	営業（個人向け）	対象外	×			営業（個人向け）		営業関連職種	経験業務	営業職関連	営業（個人向け）
505		0		505	0	技術営業、システム営業	対象外	×			技術営業、システム営業		営業関連職種	経験業務	営業職関連	技術営業、システム営業
506		0		506	0	ルートセールス	対象外	×			ルートセールス		営業関連職種	経験業務	営業職関連	ルートセールス
507		0		507	0	内勤営業、カウンターセールス	対象外	×			内勤営業、カウンターセールス		営業関連職種	経験業務	営業職関連	内勤営業、カウンターセールス
508		0		508	0	海外営業	対象外	×			海外営業		営業関連職種	経験業務	営業職関連	海外営業
509		0		509	0	代理店管理	対象外	×			代理店管理		営業関連職種	経験業務	営業職関連	代理店管理
510		0		510	0	MR（医療情報担当者）	対象外	×			MR（医療情報担当者）		営業関連職種	経験業務	営業職関連	MR（医療情報担当者）
511		0		511	0	営業マネジャー、営業管理	対象外	×			営業マネジャー、営業管理		営業関連職種	経験業務	営業職関連	営業マネジャー、営業管理
512		0		512	0	人材斡旋カウンセラー	対象外	×			人材斡旋カウンセラー		営業関連職種	経験業務	営業職関連	人材斡旋カウンセラー
513		0		513	0	派遣コーディネーター	対象外	×			派遣コーディネーター		営業関連職種	経験業務	営業職関連	派遣コーディネーター
514		0		514	0	その他営業関連職	対象外	×			その他営業関連職		営業関連職種	経験業務	営業職関連	その他営業関連職
515		0		515	0	インバウンド対応(受信業務／問い合わせ対応等)	対象外	×			インバウンド対応(受信業務／問い合わせ対応等)		営業関連職種	経験業務	テレマーケティング関連	インバウンド対応(受信業務／問い合わせ対応等)
516		0		516	0	アウトバウンド対応(発信業務／セールス・調査等)	対象外	×			アウトバウンド対応(発信業務／セールス・調査等)		営業関連職種	経験業務	テレマーケティング関連	アウトバウンド対応(発信業務／セールス・調査等)
517		0		517	0	センターのマネジメント	対象外	×			センターのマネジメント		営業関連職種	経験業務	テレマーケティング関連	センターのマネジメント
518		0		518	0	新規センター設立	対象外	×			新規センター設立		営業関連職種	経験業務	テレマーケティング関連	新規センター設立
519		0		519	0	ソフトウェア、システム開発関連	対象外	×			ソフトウェア、システム開発関連		営業関連職種	経験分野	取扱商品・サービス分野	ソフトウェア、システム開発関連
520		0		520	0	コンサルティング、シンクタンク	対象外	×			コンサルティング、シンクタンク		営業関連職種	経験分野	取扱商品・サービス分野	コンサルティング、シンクタンク
521		0		521	0	通信サービス	対象外	×			通信サービス		営業関連職種	経験分野	取扱商品・サービス分野	通信サービス
522		0		522	0	インターネット関連	対象外	×			インターネット関連		営業関連職種	経験分野	取扱商品・サービス分野	インターネット関連
523		0		523	0	電気機器	対象外	×			電気機器		営業関連職種	経験分野	取扱商品・サービス分野	電気機器
524		0		524	0	精密機器	対象外	×			精密機器		営業関連職種	経験分野	取扱商品・サービス分野	精密機器
525		0		525	0	半導体・電気・電子部品	対象外	×			半導体・電気・電子部品		営業関連職種	経験分野	取扱商品・サービス分野	半導体・電気・電子部品
526		0		526	0	コンピュータ・通信機器	対象外	×			コンピュータ・通信機器		営業関連職種	経験分野	取扱商品・サービス分野	コンピュータ・通信機器
527		0		527	0	自動車・輸送用機器	対象外	×			自動車・輸送用機器		営業関連職種	経験分野	取扱商品・サービス分野	自動車・輸送用機器
528		0		528	0	工作・加工機械・FA設備	対象外	×			工作・加工機械・FA設備		営業関連職種	経験分野	取扱商品・サービス分野	工作・加工機械・FA設備
529		0		529	0	プラント設備	対象外	×			プラント設備		営業関連職種	経験分野	取扱商品・サービス分野	プラント設備
530		0		530	0	産業機械・設備	対象外	×			産業機械・設備		営業関連職種	経験分野	取扱商品・サービス分野	産業機械・設備
531		0		531	0	機械部品関連	対象外	×			機械部品関連		営業関連職種	経験分野	取扱商品・サービス分野	機械部品関連
532		0		532	0	化学、素材	対象外	×			化学、素材		営業関連職種	経験分野	取扱商品・サービス分野	化学、素材
533		0		533	0	医薬品、バイオ、食品	対象外	×			医薬品、バイオ、食品		営業関連職種	経験分野	取扱商品・サービス分野	医薬品、バイオ、食品
534		0		534	0	金融・保険・証券	対象外	×			金融・保険・証券		営業関連職種	経験分野	取扱商品・サービス分野	金融・保険・証券
535		0		535	0	商社、流通	対象外	×			商社、流通		営業関連職種	経験分野	取扱商品・サービス分野	商社、流通
536		0		536	0	サービス、レジャー、飲食	対象外	×			サービス、レジャー、飲食		営業関連職種	経験分野	取扱商品・サービス分野	サービス、レジャー、飲食
537		0		537	0	ファッション、アパレル	対象外	×			ファッション、アパレル		営業関連職種	経験分野	取扱商品・サービス分野	ファッション、アパレル
538		0		538	0	運輸・交通	対象外	×			運輸・交通		営業関連職種	経験分野	取扱商品・サービス分野	運輸・交通
539		0		539	0	住宅・不動産・建築・土木	対象外	×			住宅・不動産・建築・土木		営業関連職種	経験分野	取扱商品・サービス分野	住宅・不動産・建築・土木
540		0		540	0	放送・出版・広告・マスコミ・印刷	対象外	×			放送・出版・広告・マスコミ・印刷		営業関連職種	経験分野	取扱商品・サービス分野	放送・出版・広告・マスコミ・印刷
541		0		541	0	人材サービス	対象外	×			人材サービス		営業関連職種	経験分野	取扱商品・サービス分野	人材サービス
542		0		542	0	ゲーム・各種ソフト	対象外	×			ゲーム・各種ソフト		営業関連職種	経験分野	取扱商品・サービス分野	ゲーム・各種ソフト
543		0		543	0	スクール・教育関連	対象外	×			スクール・教育関連		営業関連職種	経験分野	取扱商品・サービス分野	スクール・教育関連
544		0		544	0	その他	対象外	×			その他		営業関連職種	経験分野	取扱商品・サービス分野	その他
545		0		545	0	店舗開発	対象外	×			店舗開発		販売関連職種	経験業務	販売・サービス関連	店舗開発
546		0		546	0	バイヤー	対象外	×			バイヤー		販売関連職種	経験業務	販売・サービス関連	バイヤー
547		0		547	0	スーパーバイザー	対象外	×			スーパーバイザー		販売関連職種	経験業務	販売・サービス関連	スーパーバイザー
548		0		548	0	エリアマネジャー	対象外	×			エリアマネジャー		販売関連職種	経験業務	販売・サービス関連	エリアマネジャー
549		0		549	0	店長	対象外	×			店長		販売関連職種	経験業務	販売・サービス関連	店長
550		0		550	0	販売担当	対象外	×			販売担当		販売関連職種	経験業務	販売・サービス関連	販売担当
551		0		551	0	飲食関連スタッフ	対象外	×			飲食関連スタッフ		販売関連職種	経験業務	販売・サービス関連	飲食関連スタッフ
552		0		552	0	その他販売関連職	対象外	×			その他販売関連職		販売関連職種	経験業務	販売・サービス関連	その他販売関連職
553		0		553	0	その他サービス関連職	対象外	×			その他サービス関連職		販売関連職種	経験業務	販売・サービス関連	その他サービス関連職
554		0		554	0	百貨店	対象外	×			百貨店		販売関連職種	経験分野	業種業態	百貨店
555		0		555	0	スーパーマーケット	対象外	×			スーパーマーケット		販売関連職種	経験分野	業種業態	スーパーマーケット
556		0		556	0	コンビニエンスストア	対象外	×			コンビニエンスストア		販売関連職種	経験分野	業種業態	コンビニエンスストア
557		0		557	0	量販店	対象外	×			量販店		販売関連職種	経験分野	業種業態	量販店
558		0		558	0	専門店	対象外	×			専門店		販売関連職種	経験分野	業種業態	専門店
559		0		559	0	ファミリーレストラン	対象外	×			ファミリーレストラン		販売関連職種	経験分野	業種業態	ファミリーレストラン
560		0		560	0	ファーストフード	対象外	×			ファーストフード		販売関連職種	経験分野	業種業態	ファーストフード
561		0		561	0	飲食店	対象外	×			飲食店		販売関連職種	経験分野	業種業態	飲食店
562		0		562	0	アミューズメント	対象外	×			アミューズメント		販売関連職種	経験分野	業種業態	アミューズメント
563		0		563	0	ホテル	対象外	×			ホテル		販売関連職種	経験分野	業種業態	ホテル
564		0		564	0	ブライダル	対象外	×			ブライダル		販売関連職種	経験分野	業種業態	ブライダル
565		0		565	0	その他	対象外	×			その他		販売関連職種	経験分野	業種業態	その他
566		0		566	0	調査・分析	対象外	×			調査・分析		企画・事務関連職	経験業務	マーケティング、企画関連	調査・分析
567		0		567	0	新製品・サービス企画	対象外	×			新製品・サービス企画		企画・事務関連職	経験業務	マーケティング、企画関連	新製品・サービス企画
568		0		568	0	販売計画	対象外	×			販売計画		企画・事務関連職	経験業務	マーケティング、企画関連	販売計画
569		0		569	0	販売チャネル構築・管理	対象外	×			販売チャネル構築・管理		企画・事務関連職	経験業務	マーケティング、企画関連	販売チャネル構築・管理
570		0		570	0	販促企画	対象外	×			販促企画		企画・事務関連職	経験業務	マーケティング、企画関連	販促企画
571		0		571	0	イベント企画・運営	対象外	×			イベント企画・運営		企画・事務関連職	経験業務	マーケティング、企画関連	イベント企画・運営
572		0		572	0	社外広報	対象外	×			社外広報		企画・事務関連職	経験業務	広報、宣伝、ＩＲ関連	社外広報
573		0		573	0	社内広報	対象外	×			社内広報		企画・事務関連職	経験業務	広報、宣伝、ＩＲ関連	社内広報
574	Grp3	574	経営・企画・バックオフィス系	574	574	宣伝計画・予算管理		◯	経営・企画・バックオフィス系	広報・IR系	宣伝計画・予算管理		企画・事務関連職	経験業務	広報、宣伝、ＩＲ関連	宣伝計画・予算管理
575	Grp3	575	経営・企画・バックオフィス系	575	575	メディア選定・クリエイティブ管理		◯	経営・企画・バックオフィス系	広報・IR系	メディア選定・クリエイティブ管理		企画・事務関連職	経験業務	広報、宣伝、ＩＲ関連	メディア選定・クリエイティブ管理
576	Grp3	576	経営・企画・バックオフィス系	576	576	ＩＲ実務		◯	経営・企画・バックオフィス系	広報・IR系	ＩＲ実務		企画・事務関連職	経験業務	広報、宣伝、ＩＲ関連	ＩＲ実務
577	Grp3	577	経営・企画・バックオフィス系	577	577	経営分析		◯	経営・企画・バックオフィス系	広報・IR系	経営分析		企画・事務関連職	経験業務	経営企画、事業計画関連	経営分析
578		0		578	0	経営方針・目標立案	対象外	×			経営方針・目標立案		企画・事務関連職	経験業務	経営企画、事業計画関連	経営方針・目標立案
579	Grp3	579	経営・企画・バックオフィス系	579	579	年次経営計画立案		◯	経営・企画・バックオフィス系	経営戦略系	年次経営計画立案		企画・事務関連職	経験業務	経営企画、事業計画関連	年次経営計画立案
580	Grp3	580	経営・企画・バックオフィス系	580	580	中長期経営計画立案		◯	経営・企画・バックオフィス系	経営戦略系	中長期経営計画立案		企画・事務関連職	経験業務	経営企画、事業計画関連	中長期経営計画立案
581		0		581	0	その他関連実務	対象外	×			その他関連実務		企画・事務関連職	経験業務	経営企画、事業計画関連	その他関連実務
582		0		582	0	総務関連業務	対象外	×			総務関連業務		企画・事務関連職	経験業務	総務、人事、労務	総務関連業務
583		0		583	0	人員計画・人事制度立案	対象外	×			人員計画・人事制度立案		企画・事務関連職	経験業務	総務、人事、労務	人員計画・人事制度立案
584		0		584	0	採用実務	対象外	×			採用実務		企画・事務関連職	経験業務	総務、人事、労務	採用実務
585	Grp3	585	経営・企画・バックオフィス系	585	585	人材教育・研修		◯	経営・企画・バックオフィス系	総務、人事、労務	人材教育・研修		企画・事務関連職	経験業務	総務、人事、労務	人材教育・研修
586	Grp3	586	経営・企画・バックオフィス系	586	586	人事管理		◯	経営・企画・バックオフィス系	総務、人事、労務	人事管理		企画・事務関連職	経験業務	総務、人事、労務	人事管理
587	Grp3	587	経営・企画・バックオフィス系	587	587	労務管理		◯	経営・企画・バックオフィス系	総務、人事、労務	労務管理		企画・事務関連職	経験業務	総務、人事、労務	労務管理
588	Grp3	588	経営・企画・バックオフィス系	588	588	管理会計		◯	経営・企画・バックオフィス系	総務、人事、労務	管理会計		企画・事務関連職	経験業務	経理、財務、会計	管理会計
589		0		589	0	経営分析	対象外	×			経営分析		企画・事務関連職	経験業務	経理、財務、会計	経営分析
590		0		590	0	税務対応	対象外	×			税務対応		企画・事務関連職	経験業務	経理、財務、会計	税務対応
591	Grp3	591	経営・企画・バックオフィス系	591	591	監査対応		◯	経営・企画・バックオフィス系	経理、財務、会計	監査対応		企画・事務関連職	経験業務	経理、財務、会計	監査対応
592	Grp3	592	経営・企画・バックオフィス系	592	592	資金計画・運用		◯	経営・企画・バックオフィス系	経理、財務、会計	資金計画・運用		企画・事務関連職	経験業務	経理、財務、会計	資金計画・運用
593	Grp3	593	経営・企画・バックオフィス系	593	593	入出金関連		◯	経営・企画・バックオフィス系	経理、財務、会計	入出金関連		企画・事務関連職	経験業務	経理、財務、会計	入出金関連
594	Grp3	594	経営・企画・バックオフィス系	594	594	決算関連		◯	経営・企画・バックオフィス系	経理、財務、会計	決算関連		企画・事務関連職	経験業務	経理、財務、会計	決算関連
595	Grp3	595	経営・企画・バックオフィス系	595	595	連結決算関連		◯	経営・企画・バックオフィス系	経理、財務、会計	連結決算関連		企画・事務関連職	経験業務	経理、財務、会計	連結決算関連
596	Grp3	596	経営・企画・バックオフィス系	596	596	原価企画関連		◯	経営・企画・バックオフィス系	経理、財務、会計	原価企画関連		企画・事務関連職	経験業務	経理、財務、会計	原価企画関連
597	Grp3	597	経営・企画・バックオフィス系	597	597	証券取引関連		◯	経営・企画・バックオフィス系	経理、財務、会計	証券取引関連		企画・事務関連職	経験業務	経理、財務、会計	証券取引関連
598	Grp3	598	経営・企画・バックオフィス系	598	598	株式公開関連		◯	経営・企画・バックオフィス系	経理、財務、会計	株式公開関連		企画・事務関連職	経験業務	経理、財務、会計	株式公開関連
599	Grp3	599	経営・企画・バックオフィス系	599	599	法務関連		◯	経営・企画・バックオフィス系	法務、特許	法務関連		企画・事務関連職	経験業務	法務、特許	法務関連
600	Grp3	600	経営・企画・バックオフィス系	600	600	国内特許関連		◯	経営・企画・バックオフィス系	法務、特許	国内特許関連		企画・事務関連職	経験業務	法務、特許	国内特許関連
601	Grp3	601	経営・企画・バックオフィス系	601	601	国外特許関連		◯	経営・企画・バックオフィス系	法務、特許	国外特許関連		企画・事務関連職	経験業務	法務、特許	国外特許関連
602		0		602	0	国内調達関連	対象外	×			国内調達関連		企画・事務関連職	経験業務	購買、仕入	国内調達関連
603		0		603	0	国外調達関連	対象外	×			国外調達関連		企画・事務関連職	経験業務	購買、仕入	国外調達関連
604		0		604	0	一般事務・営業事務業務	対象外	×			一般事務・営業事務業務		企画・事務関連職	経験業務	事務、秘書、その他	一般事務・営業事務業務
605		0		605	0	貿易事務業務	対象外	×			貿易事務業務		企画・事務関連職	経験業務	事務、秘書、その他	貿易事務業務
606		0		606	0	秘書・受付業務	対象外	×			秘書・受付業務		企画・事務関連職	経験業務	事務、秘書、その他	秘書・受付業務
607		0		607	0	その他企画、事務関連	対象外	×			その他企画、事務関連		企画・事務関連職	経験業務	事務、秘書、その他	その他企画、事務関連
608		0		608	0	銀行	対象外	×			銀行		金融関連職	経験業務	営業関連	銀行
609		0		609	0	信託銀行	対象外	×			信託銀行		金融関連職	経験業務	営業関連	信託銀行
610		0		610	0	証券	対象外	×			証券		金融関連職	経験業務	営業関連	証券
611		0		611	0	生命保険・損害保険	対象外	×			生命保険・損害保険		金融関連職	経験業務	営業関連	生命保険・損害保険
612		0		612	0	クレジット・信販・ノンバンク	対象外	×			クレジット・信販・ノンバンク		金融関連職	経験業務	営業関連	クレジット・信販・ノンバンク
613		0		613	0	ベンチャーキャピタル	対象外	×			ベンチャーキャピタル		金融関連職	経験業務	営業関連	ベンチャーキャピタル
614		0		614	0	投信投資顧問	対象外	×			投信投資顧問		金融関連職	経験業務	営業関連	投信投資顧問
615		0		615	0	商品取引	対象外	×			商品取引		金融関連職	経験業務	営業関連	商品取引
616		0		616	0	銀行	対象外	×			銀行		金融関連職	経験業務	商品開発関連	銀行
617		0		617	0	信託銀行	対象外	×			信託銀行		金融関連職	経験業務	商品開発関連	信託銀行
618		0		618	0	証券	対象外	×			証券		金融関連職	経験業務	商品開発関連	証券
619		0		619	0	生命保険・損害保険	対象外	×			生命保険・損害保険		金融関連職	経験業務	商品開発関連	生命保険・損害保険
620		0		620	0	クレジット・信販・ノンバンク	対象外	×			クレジット・信販・ノンバンク		金融関連職	経験業務	商品開発関連	クレジット・信販・ノンバンク
621		0		621	0	サービス企画開発	対象外	×			サービス企画開発		金融関連職	経験業務	商品開発関連	サービス企画開発
622		0		622	0	EC関連サービス企画開発	対象外	×			EC関連サービス企画開発		金融関連職	経験業務	商品開発関連	EC関連サービス企画開発
623		0		623	0	アクチュアリー	対象外	×			アクチュアリー		金融関連職	経験業務	商品開発関連	アクチュアリー
624		0		624	0	株式	対象外	×			株式		金融関連職	経験業務	運用関連	株式
625		0		625	0	債権	対象外	×			債権		金融関連職	経験業務	運用関連	債権
626		0		626	0	為替	対象外	×			為替		金融関連職	経験業務	運用関連	為替
627		0		627	0	投資信託	対象外	×			投資信託		金融関連職	経験業務	運用関連	投資信託
628		0		628	0	年金	対象外	×			年金		金融関連職	経験業務	運用関連	年金
629		0		629	0	クオンツ運用業務	対象外	×			クオンツ運用業務		金融関連職	経験業務	その他金融関連	クオンツ運用業務
630		0		630	0	投資銀行業務	対象外	×			投資銀行業務		金融関連職	経験業務	その他金融関連	投資銀行業務
631		0		631	0	アクチュアリー	対象外	×			アクチュアリー		金融関連職	経験業務	その他金融関連	アクチュアリー
632		0		632	0	リサーチ業務	対象外	×			リサーチ業務		金融関連職	経験業務	その他金融関連	リサーチ業務
633		0		633	0	事務・管理・調査業務	対象外	×			事務・管理・調査業務		金融関連職	経験業務	その他金融関連	事務・管理・調査業務
634		0		634	0	その他	対象外	×			その他		金融関連職	経験業務	その他金融関連	その他
635		0		635	0	用地仕入	対象外	×			用地仕入		金融関連職	経験業務	不動産関連	用地仕入
636		0		636	0	不動産鑑定	対象外	×			不動産鑑定		金融関連職	経験業務	不動産関連	不動産鑑定
637		0		637	0	不動産管理	対象外	×			不動産管理		金融関連職	経験業務	不動産関連	不動産管理
638		0		638	0	プロパティマネジャー・アセットマネジャー	対象外	×			プロパティマネジャー・アセットマネジャー		金融関連職	経験業務	不動産関連	プロパティマネジャー・アセットマネジャー
639		0		639	0	ファシリティマネジャー	対象外	×			ファシリティマネジャー		金融関連職	経験業務	不動産関連	ファシリティマネジャー
640		0		640	0	不動産事業企画	対象外	×			不動産事業企画		金融関連職	経験業務	不動産関連	不動産事業企画
641		0		641	0	その他不動産専門職	対象外	×			その他不動産専門職		金融関連職	経験業務	不動産関連	その他不動産専門職
642		0		642	0	講師	対象外	×			講師		その他専門職	経験業務	インストラクター、講師、通訳、その他	講師
643		0		643	0	インストラクター（IT系）	対象外	×			インストラクター（IT系）		その他専門職	経験業務	インストラクター、講師、通訳、その他	インストラクター（IT系）
644		0		644	0	インストラクター（スポーツ系）	対象外	×			インストラクター（スポーツ系）		その他専門職	経験業務	インストラクター、講師、通訳、その他	インストラクター（スポーツ系）
645		0		645	0	通訳、翻訳	対象外	×			通訳、翻訳		その他専門職	経験業務	インストラクター、講師、通訳、その他	通訳、翻訳
646		0		646	0	その他専門職	対象外	×			その他専門職		その他専門職	経験業務	インストラクター、講師、通訳、その他	その他専門職
647		0		647	0	Webプロデューサー・Webディレクター	対象外	×			Webプロデューサー・Webディレクター		クリエイティブ関連職種	経験業務	インターネット	Webプロデューサー・Webディレクター
648		0		648	0	Webマスター	対象外	×			Webマスター		クリエイティブ関連職種	経験業務	インターネット	Webマスター
649		0		649	0	Webデザイナー	対象外	×			Webデザイナー		クリエイティブ関連職種	経験業務	インターネット	Webデザイナー
650		0		650	0	コンテンツ企画・制作	対象外	×			コンテンツ企画・制作		クリエイティブ関連職種	経験業務	インターネット	コンテンツ企画・制作
651		0		651	0	プロデューサー（ゲーム）	対象外	×			プロデューサー（ゲーム）		クリエイティブ関連職種	経験業務	ゲーム関連	プロデューサー（ゲーム）
652		0		652	0	ディレクター（ゲーム）	対象外	×			ディレクター（ゲーム）		クリエイティブ関連職種	経験業務	ゲーム関連	ディレクター（ゲーム）
653		0		653	0	シナリオライター（ゲーム）	対象外	×			シナリオライター（ゲーム）		クリエイティブ関連職種	経験業務	ゲーム関連	シナリオライター（ゲーム）
654		0		654	0	サウンドクリエイター（ゲーム）	対象外	×			サウンドクリエイター（ゲーム）		クリエイティブ関連職種	経験業務	ゲーム関連	サウンドクリエイター（ゲーム）
655		0		655	0	プログラマ（ゲーム）	対象外	×			プログラマ（ゲーム）		クリエイティブ関連職種	経験業務	ゲーム関連	プログラマ（ゲーム）
656		0		656	0	アートディレクター	対象外	×			アートディレクター		クリエイティブ関連職種	経験業務	デザイン関連	アートディレクター
657		0		657	0	エディトリアルデザイナー	対象外	×			エディトリアルデザイナー		クリエイティブ関連職種	経験業務	デザイン関連	エディトリアルデザイナー
658		0		658	0	グラフィックデザイナー	対象外	×			グラフィックデザイナー		クリエイティブ関連職種	経験業務	デザイン関連	グラフィックデザイナー
659		0		659	0	CGデザイナー・プログラマー	対象外	×			CGデザイナー・プログラマー		クリエイティブ関連職種	経験業務	デザイン関連	CGデザイナー・プログラマー
660		0		660	0	編集	対象外	×			編集		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	編集
661		0		661	0	記者・ライター	対象外	×			記者・ライター		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	記者・ライター
662		0		662	0	制作	対象外	×			制作		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	制作
663		0		663	0	進行管理	対象外	×			進行管理		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	進行管理
664		0		664	0	クリエイティブディレクター	対象外	×			クリエイティブディレクター		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	クリエイティブディレクター
665		0		665	0	コピーライター	対象外	×			コピーライター		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	コピーライター
666		0		666	0	イラストレーター	対象外	×			イラストレーター		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	イラストレーター
667		0		667	0	フォトグラファー	対象外	×			フォトグラファー		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	フォトグラファー
668		0		668	0	印刷関連	対象外	×			印刷関連		クリエイティブ関連職種	経験業務	出版、広告、印刷関連	印刷関連
669		0		669	0	映像関連	対象外	×			映像関連		クリエイティブ関連職種	経験業務	映像、音響、イベント関連	映像関連
670		0		670	0	音響関連	対象外	×			音響関連		クリエイティブ関連職種	経験業務	映像、音響、イベント関連	音響関連
671		0		671	0	イベント関連	対象外	×			イベント関連		クリエイティブ関連職種	経験業務	映像、音響、イベント関連	イベント関連
672		0		672	0	ファッションデザイナー	対象外	×			ファッションデザイナー		クリエイティブ関連職種	経験業務	ファッション、インテリア関連、その他	ファッションデザイナー
673		0		673	0	パタンナー	対象外	×			パタンナー		クリエイティブ関連職種	経験業務	ファッション、インテリア関連、その他	パタンナー
674		0		674	0	インテリアデザイナー	対象外	×			インテリアデザイナー		クリエイティブ関連職種	経験業務	ファッション、インテリア関連、その他	インテリアデザイナー
675		0		675	0	その他クリエイティブ関連	対象外	×			その他クリエイティブ関連		クリエイティブ関連職種	経験業務	ファッション、インテリア関連、その他	その他クリエイティブ関連
676	Grp4	676	クリエイティブ系	676	676	Dreamweaver		◯	クリエイティブ系	-	Dreamweaver		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	Dreamweaver
677		0		677	0	GoLive	対象外	×			GoLive		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	GoLive
678		0		678	0	Expression Web（FrontPage)	対象外	×			Expression Web（FrontPage)		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	Expression Web（FrontPage)
679	Grp4	679	クリエイティブ系	679	679	Flash		◯	クリエイティブ系	-	Flash		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	Flash
680	Grp4	680	クリエイティブ系	680	680	Photoshop		◯	クリエイティブ系	-	Photoshop		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	Photoshop
681	Grp4	681	クリエイティブ系	681	681	Illustrator		◯	クリエイティブ系	-	Illustrator		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	Illustrator
682	Grp4	682	クリエイティブ系	682	682	Fireworks		◯	クリエイティブ系	-	Fireworks		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	Fireworks
683	Grp4	683	クリエイティブ系	683	683	InDesign		◯	クリエイティブ系	-	InDesign		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	InDesign
684	Grp4	684	クリエイティブ系	684	684	QuarkXPress		◯	クリエイティブ系	-	QuarkXPress		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	QuarkXPress
685		0		685	0	PageMaker	対象外	×			PageMaker		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	PageMaker
686		0		686	0	その他インターネット、DTP関連ソフト	対象外	×			その他インターネット、DTP関連ソフト		クリエイティブ関連職種	使用ソフトウェア	インターネット、DTP関連	その他インターネット、DTP関連ソフト